-0.57592654	0.029431053	0.20567086	0.010454054	-0.064456254	-0.019504469	0.10523535	0.004446508	-0.03384696	-0.040346533	-0.12657781	-0.075643025	-0.028275438	0.11007636	0.06662072	-0.06727496	-0.113003865	0.3853551	-0.13208245	-0.06776181	0.05960187	-0.21368548	-0.01085243	-0.031155605	0.016690986	0.05461196	-0.068176426	-0.27397296	-0.058344845	-0.0354448	-0.04320175	0.17337316
-0.57499915	-0.069801636	0.29599717	-0.12585549	0.046594393	0.004352015	0.16132678	-0.093386196	0.018594317	0.08161423	-0.21641994	0.051724985	0.04294527	0.011986019	-0.04163204	0.07319929	-0.0028698575	0.4524002	-0.0764626	0.02813203	0.00775721	-0.14804585	0.034395326	-0.0071265725	-0.07815005	-0.07392148	-0.04232029	-0.34366354	0.060567044	-0.15362954	0.053242613	0.10979888
-0.5718865	-0.05660203	0.26701623	-0.10726908	0.08032257	0.07438822	0.18333593	-0.14248353	0.0479871	0.09549326	-0.34035906	0.110106416	0.13111156	0.013351069	-0.07406556	0.06814416	0.0639499	0.5124553	-0.048600107	0.048637368	-0.0105359955	-0.08873088	0.14511631	0.040643938	-0.10146837	-0.13919216	-0.02051118	-0.39632562	0.050376225	-0.16641662	0.04949527	0.13917372
-0.6597456	0.07648156	0.202406	0.058234055	-0.031258836	-0.09437857	0.07812459	0.093958944	-0.081138715	-0.062652744	-0.17285833	-0.14065474	-0.0022273066	0.12059886	0.043827336	-0.03848949	-0.15015359	0.3783998	-0.2142833	-0.07636507	0.13604444	-0.27039245	-0.07387845	-0.11701421	0.11437394	0.035320405	-0.13960974	-0.24867688	-0.06991288	0.031567715	-0.114770316	0.3040087
-0.5575839	-0.050754663	0.2734795	-0.04349808	0.013044116	0.00016762415	0.17257647	-0.03789118	-0.020171331	0.053278532	-0.22078553	0.03600318	0.061476275	0.07690156	-0.034872115	-0.012014602	0.02980029	0.40187344	-0.13645451	-0.042896803	0.0134462705	-0.14766203	0.031024696	-0.042114545	9.10885e-05	-0.06687984	-0.034899153	-0.33398154	-0.013536525	-0.0697075	0.0071088076	0.21769932
-0.5116208	-0.005093907	0.14319748	0.017013654	0.021264307	-0.060973715	0.0708324	0.07462598	-0.017799515	-0.027778056	-0.09841381	-0.07187416	-0.020284578	0.050741877	0.049528394	-0.017395867	-0.09622987	0.30713803	-0.12574628	-0.034141805	0.104030095	-0.14286326	-0.0785486	-0.10175288	0.09015086	-0.025645867	-0.1070801	-0.20778912	-0.06118557	-0.004131264	-0.12387554	0.14316897
-0.49657294	0.12183249	0.08624539	0.089253716	-0.071472436	-0.17452115	-0.07235275	0.07408763	-0.12365692	-0.16112879	-0.072229154	-0.098227896	-0.08153659	0.17620671	0.10431376	-0.1330398	-0.17345384	0.2786268	-0.21161917	-0.1456548	0.186211	-0.20726678	-0.08869181	-0.13978519	0.12225929	0.11398041	-0.1651027	-0.049575575	-0.10439284	0.063889325	-0.17952886	0.19931172
-0.5732449	-0.19626239	0.33279052	-0.14744212	0.19897069	0.08894271	0.23390697	-0.19439569	0.17199934	0.1508905	-0.30580452	0.17693555	0.18018413	-0.042648185	-0.10939817	0.13461456	0.13323231	0.45835248	-0.012815292	0.109374665	-0.14598216	-0.06394722	0.18889824	0.104550734	-0.092286706	-0.23722363	0.07173784	-0.41357374	0.107133366	-0.27786583	0.078172535	0.10685933
-0.42632583	-0.22729945	0.3787754	-0.26017123	0.21379651	0.21448888	0.2951875	-0.2814614	0.28444052	0.20898959	-0.41021279	0.16147548	0.22779474	-0.16914792	-0.24095003	0.24679142	0.18244298	0.5173203	0.059199423	0.20968984	-0.15331964	-0.033399038	0.23257042	0.20810187	-0.21510382	-0.24564484	0.16081882	-0.41775107	0.17360437	-0.3165122	0.2127155	0.02426453
-0.5935249	0.30621693	-0.072124	0.27811506	-0.25534505	-0.36262855	-0.21237864	0.282495	-0.31420776	-0.28200924	0.08563816	-0.26791015	-0.2799223	0.29676744	0.2830573	-0.24165969	-0.2806349	0.1258739	-0.36022848	-0.24650331	0.26777816	-0.3567317	-0.27712545	-0.31637612	0.2402078	0.23589614	-0.3638823	0.007690933	-0.31280497	0.17441818	-0.33771136	0.43743297
-0.5787484	-0.029151909	0.30199546	-0.10384612	0.030263934	0.035301886	0.22512606	-0.026008042	0.07902386	0.11264145	-0.30334696	0.002903561	0.13004665	-0.017148996	-0.07876849	0.06438193	0.040655676	0.48901597	-0.035965145	0.06385797	-0.031163279	-0.093044594	0.111715466	0.013861525	-0.0320649	-0.10081787	-0.056451414	-0.3314484	0.003327467	-0.15562603	0.06908291	0.18064284
-0.48718193	0.04539302	0.15219536	0.031316962	-0.07937955	-0.10563944	0.007502338	0.0889144	-0.011103145	-0.059958328	-0.14546295	-0.09611302	-0.07459807	0.06010082	0.07774923	-0.10112284	-0.07352632	0.28862965	-0.1817203	-0.04887146	0.076456666	-0.16938835	-0.05877222	-0.12775266	0.039257083	0.03546296	-0.11266957	-0.12545067	-0.06274926	0.027969649	-0.1398672	0.24503976
-0.6015386	-0.145687	0.30067363	-0.18708628	0.17207228	0.0675383	0.2390079	-0.17527562	0.15956041	0.11684834	-0.3666431	0.109908104	0.12939078	-0.002783498	-0.15155391	0.10137951	0.06983224	0.49835244	-0.03135493	0.13225925	-0.12727249	-0.11372622	0.121541075	0.08290367	-0.12961149	-0.16160034	0.034497876	-0.41802743	0.10091949	-0.180886	0.14658609	0.12169159
-0.38304818	-0.27902883	0.38000953	-0.27536097	0.2927211	0.25907084	0.302682	-0.2858738	0.2711663	0.33991352	-0.44740966	0.29279244	0.27336672	-0.2909451	-0.27712718	0.26495564	0.23818047	0.48383465	0.17154033	0.27743185	-0.23081851	0.111839525	0.24791385	0.27342576	-0.2939394	-0.3281049	0.23681018	-0.4518601	0.27071205	-0.31953663	0.24474552	-0.14094803
-0.5144802	0.11149468	0.14286521	0.071360946	-0.11140772	-0.13238083	0.04959835	0.100704044	-0.07526574	-0.04895659	-0.14757559	-0.05968346	-0.073297024	0.1350161	0.04574537	-0.10531389	-0.1050442	0.26408136	-0.17270063	-0.10386052	0.07703612	-0.25867683	-0.056439914	-0.06382047	0.04226778	0.0136127705	-0.14570686	-0.18364885	-0.051558793	0.03841315	-0.1309479	0.23087256
-0.5715175	0.04104212	0.09720682	0.114630304	-0.029271744	-0.06585256	0.005355076	0.07748385	-0.06310724	-0.017229374	-0.07849204	-0.10692786	-0.057081662	0.16335447	0.064711116	-0.055041812	-0.10578043	0.30830836	-0.19632736	-0.08406977	0.071664445	-0.22406839	-0.09680621	-0.14243288	0.12240445	0.033285525	-0.18631823	-0.21074921	-0.042336322	0.030405005	-0.14084238	0.21283497
-0.2187836	0.16508015	-0.17048337	0.18529506	-0.20513177	-0.21473166	-0.14648056	0.18807283	-0.24075742	-0.19684803	0.14009248	-0.20972688	-0.17215922	0.1852112	0.16395502	-0.15692718	-0.24681559	-0.03876555	-0.20884845	-0.23898388	0.23895852	-0.23694035	-0.17546605	-0.1947114	0.15548566	0.22642753	-0.18849148	0.17292036	-0.22414188	0.16610935	-0.2770289	0.19594204
-0.40229806	-0.16788922	0.23616342	-0.18106967	0.18606347	0.118640736	0.22947653	-0.11849241	0.1834574	0.1462839	-0.32245085	0.093304686	0.18616614	-0.0999994	-0.106186636	0.10626381	0.15557452	0.4031218	0.07732271	0.09963345	-0.15701254	-0.013872392	0.113492675	0.14873043	-0.13120066	-0.11713399	0.035155576	-0.29322425	0.16548319	-0.23094994	0.10388588	0.026361197
-0.4830846	0.19570585	-0.008347393	0.17566086	-0.20324977	-0.23416214	-0.081315085	0.15447299	-0.24984963	-0.25860304	0.011489063	-0.20988376	-0.21501882	0.25424585	0.21525033	-0.18354434	-0.26030368	0.10689952	-0.2402932	-0.22012188	0.24189448	-0.31152502	-0.25392783	-0.23603703	0.248016	0.20601141	-0.21701074	0.020752322	-0.18349364	0.15489472	-0.2672171	0.33728808
-0.41331917	-0.12121293	0.2780358	-0.17570756	0.19444662	0.10936647	0.24192359	-0.18659255	0.13874103	0.21666479	-0.249832	0.16726719	0.14739121	-0.16000882	-0.14327164	0.19402985	0.16585708	0.38238284	0.08617019	0.12292307	-0.1750428	0.05565796	0.14295334	0.1362282	-0.10377579	-0.21270695	0.111272134	-0.36093053	0.17317899	-0.18408339	0.17591576	-0.005909229
-0.5130672	-0.18141092	0.2683591	-0.14689334	0.14021102	0.15220423	0.29797462	-0.20654978	0.16720591	0.18911378	-0.3553959	0.10301092	0.18105035	-0.12437197	-0.15165725	0.17515422	0.12829836	0.5179799	0.019676363	0.11645537	-0.14559859	-0.0311479	0.17145841	0.08404238	-0.098896086	-0.14894493	0.038851354	-0.40864328	0.10903345	-0.22683838	0.17268254	0.03882952
-0.43148252	-0.30275252	0.4566215	-0.33284414	0.28750125	0.28340575	0.42706144	-0.27908295	0.2959473	0.36710623	-0.4649919	0.31262323	0.3012743	-0.23450649	-0.28040674	0.28921908	0.2729036	0.5272743	0.20958006	0.28337905	-0.30413982	0.093395054	0.32051015	0.2684756	-0.2519431	-0.30322582	0.18886234	-0.49729452	0.32214433	-0.40227243	0.31009117	-0.13467075
